id,name,project_id1,project_id2,curated_description,num_of_samples,num_of_runs,population,related_publications,original_description,created_at,updated_at
156,PRJNA362958,PRJNA362958,SRP097639,NA,40,40,0,25434931,Pediatric spondyloarthritis patients versus healthy controls,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
157,PRJNA368739,PRJNA368739,SRP097785,NA,531,531,0,NULL,"The gut microbiome is complex and metabolically active community that directly influences host phenotype. In this study, we profiled gut microbiota using 16S rRNA gene sequencing in 531 well-phenotyped Finnish men collected from the population-based Metabolic Syndrome In Men (METSIM) study",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
158,PRJNA368966,PRJNA368966,SRP098586,NA,109,109,0,NULL,"Compare and find specific features of gut bacterial communities in PSC, PSC-IBD and UC patient in comparison with healthy controls",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
159,PRJNA373876,PRJNA373876,SRP099239,NA,52,52,0,NULL,"Preclinical and clinical evidence supports the concept of bidirectional brain gut microbiome interactions. We aimed to determine if subgroups of irritable bowel syndrome subjects (IBS) can be identified based on differences in gut microbial composition, and if there are correlations between gut microbial measures and structural brain signatures in IBS.\nBehavioral measures, stool samples and structural brain images were collected from 30 adult IBS and 23 healthy control subjects (HCs). 16S rRNA gene sequencing (V3-V5 region, 454 platform) was used to characterize stool microbial communities. T1 weighted brain images were acquired on a Siemens Allegra 3T scanner, and morphological measures were computed for 165 brain regions",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
160,PRJNA373901,PRJNA373901,SRP100446,NA,86,86,0,NULL,"The presence of advanced fibrosis in nonalcoholic fatty liver disease (NAFLD) is the most important predictor of liver mortality. The aim of this study was to examine the diagnostic\naccuracy of a gut-microbiota derived metagenomic signature for detecting the presence of advanced fibrosis in NAFLD. In this prospective study, we characterized the microbiome signatures associated with advanced fibrosis (defined as stage 3 or 4 fibrosis) in uniquely well characterized biopsy- and imaging-phenotyped patients with NAFLD. Gut microbiome\n\ncompositions of the patients were determined using whole-genome shotgun sequencing of DNA extracted from stool samples",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
161,PRJNA375772,PRJNA375772,SRP100168,NA,374,388,0,NULL,"We performed 16S rRNA gene sequencing on gastric mucosal samples obtained from subjects with superficial gastritis, atrophic gastritis, intestinal metaplasia and gastric cancer",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
162,PRJNA375935,PRJNA375935,SRP100575,NA,211,211,0,NULL,"To reveal the relationship between the gut microbiome and ankylosing spondylitis, a quantitative metagenomics study that was based on deep shotgun sequencing of the gut microbial DNA from 211 Chinese individuals (97 patients and 104 healthy controls) was carried out",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
163,PRJNA376506,PRJNA376506,SRP103282,NA,435,435,0,NULL,"In immunocompromised patients, the influence of microbiological host factors, particularly the patients_ gut microbiome on the course of colonization with multi-resistant bacteria like ESBL-producing Enterobacteriaceae (ESBL-E) and vancomycin-resistant Enterococci (VRE), is largely unknown. Recent studies indicate that oncological therapy, antibiotic treatment and presence of inflammation lead to a shift in the microbial composition in the gut and, thus, facilitate bloodstream infections and horizontal gene transfer. The present study aims to further elucidate the underlying processes in a longitudinal cohort study of hematological high risk patients.",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
164,PRJNA378749,PRJNA378749,SRP101879,NA,203,203,0,NULL,16S Illumina sequencing was used to identify the bacterial species present within stool samples of healthy human subjects after giving supplements of Lactobacillus johnsonii N6.2 over a certain period. Roughly half the subjects were given the Lactobacillus johnsonii N6.2 supplement and the other half were given a placebo. The goal of this study was to assess if the administration of Lactobacillus johnsonii N6.2 caused shifts in the gut microbiota,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
165,PRJNA379123,PRJNA379123,SRP101858,NA,231,231,0,NULL,"Gut microbiota composition was assessed in fecal samples of treatment-naïve JIA patients at baseline, in inactive disease and in persistent activity, and compared those to healthy control samples. Gut microbiota composition was determined by targeted-metagenomics.",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
166,PRJNA379437,PRJNA379437,SRP102821,NA,454,454,0,NULL,Investigating fungal colonization of the healthy adult intestinal tract,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
167,PRJNA379766,PRJNA379766,SRP102263,NA,48,48,0,NULL,Human gut microbiota sequencing (on V3-V4 regions of 16S rRNA) in psoriasis patients,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
168,PRJNA379979,PRJNA379979,SRP110532,NA,438,438,0,NULL,"Antibiotics are not only the primary risk factor for the development of C. difficile infection but are also the standard treatment employed to eradicate it. C diff patients treated with vancomycin, the standard therapy, have a high rate of recurrence of infection (~25%), often requiring hospitalization. Ridinilazole is a C diff-targeted antibiotic which has a lower rate of recurrence.This study examined the effect on the intestinal microbiota of a 10 day course of treatment of C diff patients with either vancomycin or ridinilazole, with stool samples collected prior to treatment, after 5 days, at end of treatment, and 15 and 30 days after cessation of antibiotic",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
169,PRJNA380118,PRJNA380118,SRP102473,NA,7,7,0,NULL,"Gut metagenomes were isolated from healthy Russian teenagers living in Moscow, Russia",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
170,PRJNA380944,PRJNA380944,SRP102742,NA,24,24,0,29361092,"The goal of this study was to assess the safety and clinical efficacy of fecal microbiota transplantation in pediatric IBD patients. In addition to this, stool samples were collected from donors and recipients at different time points and analyzed",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
171,PRJNA381395,PRJNA381395,SRP103427,NA,232,266,0,28843021,"Amplicon sequencing and metagenomic data of nasal and stool samples of PD patients, RBD patients and healthy controls.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
172,PRJNA382861,PRJNA382861,SRP103896,NA,263,263,0,NULL,"Gut microbiota of CHB patients, 16S rRNA V3-V4",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
173,PRJNA382889,PRJNA382889,SRP103900,NA,147,147,0,28586130,Anorexia has been shown previously to be associated with intestinal microbial dysbiosis. This longitudinal case study explores the effects on the microbiome of patient renourishment and patient individuality for three patients being treated for anorexia nervosa. We find that the microbiome retains characteristics of the individual patient moreso than reflecting disease state,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
174,PRJNA383300,PRJNA383300,SRP104356,NA,94,94,0,NULL,investigate the relationship between gut microbiota and constipation and the effect of probiotic on gut microbiota of constipation,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
175,PRJNA384621,PRJNA384621,SRP106061,NA,44,44,0,http://dx.doi.org/10.1101/141846,"This project aims to identify changes in the fecal microbiota of patients with recurrent Clostridium difficile infection after treatment with fecal microbiota transplantation, over time. We have also looked at levels of specific metabolites associated with recovery and microbial community members._",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
176,PRJNA385551,PRJNA385551,SRP107602,NULL,1352,1352,0,28959739,"In order to inverstigate The influence or consequence of a healthy gut microbiota to the healthy aging process, Here we collected the gut microbiota of a cross-sectional cohort of more than 1000 very healthy chinese individuals that spanned the age range from 3 to over 100",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
177,PRJNA385949,PRJNA385949,SRP108708,NA,262,262,0,NULL,Longitudinal Stool Study of patients with IBD and controls. This project combines data from PRISM and STINKI cohorts to characterize the gut microbiome of individuals with IBD and controls over time.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
178,PRJNA386260,PRJNA386260,SRP107496,NA,211,211,0,NULL,"The V4 16S rRNA region was sequenced using Illumina technology from 211 fecal samples collected from 211 healthy human individuals. This dataset is to be used in conjunction with other microbiome studies, providing a cross-sectional data set of healthy human controls",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
179,PRJNA386442,PRJNA386442,SRP107389,NA,48,48,0,NULL,"The aim of this study was to explore the association of gut microbiota characteristics with psychological distress, anxiety, depression and perceived stress in irritable bowel syndrome patients",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
180,PRJNA386502,PRJNA386502,SRP107009,NA,169,169,0,NULL,Characterization of gut bacterial communities in pre-diabetic patients treated with FMT,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
181,PRJNA387903,PRJNA387903,SRP107965,NA,220,220,0,28696303,The goal of this study is to determine if the enteric virome is altered in children who develop diabetes.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
182,PRJNA388210,PRJNA388210,SRP108284,NA,78,78,0,NULL,"This file contains 16S rDNA sequence data from a prospective, open-label pilot study of single FMT delivery by colonoscopy for active ulcerative colitis using a 2-donor fecal microbiota preparation. Sequence data for donor, recipient pre-transplant, and recipient 2- and 4- week post-transplant are provided.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
183,PRJNA388263,PRJNA388263,SRP108695,NA,796,796,0,28821012,"Eight healthy human adults provided about 40 stool samples each (range 37-128 samples/subject) at daily or weekly intervals over about 22 weeks (range 20-55 weeks) surrounding a 1-day induced iso-osmotic diarrhea (colon cleanout) perturbation. The cleanout was identical to a common bowel preparation procedure prior to colonoscopy, involving the consumption of up to 4L of a polyethylene glycol-electrolyte solution until diarrhea was clear and watery. DNA was extracted from stool samples and investigated with V4 16S amplicon sequencing and with shotgun metagenomic sequencing (both sequencing modes using the Illumina HiSeq platform)",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
184,PRJNA388732,PRJNA388732,SRP108404,NA,104,104,0,NULL,"Human gut microbial communities establish in the first several years of a human__ life. Studies in rodents and humans have demonstrated that gut\nmicrobiome changes are often associated with health effects, complex modulation of the central nervous system, and alterations in behavior. A number of studies report that commensal gut microbiota can stimulate complex cognitive functions. Our goal was to advance this research area by exploring the associations between the composition of the gut microbial community of children and their academic\n\nperformance. We sequenced the 16S rRNA genes isolated from gut microbiome samples of 104\n\nChinese elementary school students. The academic performance of the students was assessed every six months for the total duration of 2 years. The attention\n\nspan in the class was evaluated with a specifically designed scoring system. After grouping the students by the academic performance and the attention span\n\nscores, we applied non-parametric statistical tests to identify taxa significantly associated with the scores",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
185,PRJNA389280,PRJNA389280,SRP115812,NA,300,300,0,29311644,"We examined the dynamics of microbiome functionality in Inflammatory bowel disease (IBD) by profiling metagenomic and metatranscriptomic sequencing of the human gut microbiome among 100 individuals sampled over a one year period. Here, we present the first results based on the functional analysis of 78 paired metagenomes/metatranscriptomes and 222 additional metagenomes",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
186,PRJNA389481,PRJNA389481,SRP109581,NA,96,96,0,NULL,Examination of fecal microbiome composition in relation to with opioid use in men with type 2 diabetes.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
187,PRJNA390475,PRJNA390475,SRP109637,NA,51,51,0,NULL,"Patients with end stage renal disease suffer from inflammation-related complications and examplary high mortality. Since the intestine and alterations in the microbiome are a probable source of inflammation, the composition of the microbiome of patients with end stage renal disease on haemodialysis or peritoneal dialysis is compared to healthy volunteers.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
188,PRJNA390646,PRJNA390646,SRP109293,NA,750,810,0,NULL,The purpose of this study is to determine if supplementing healthy term infants delivered by C-section or vaginal delivery who only consume breastmilk with a probiotic for 21 consecutive days increases levels of bacteria in infants' stool.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
189,PRJNA391226,PRJNA391226,SRP111623,NA,71,71,0,NULL,The study is set to sequencing the feces from HIV-1 patients to find out the difference in the taxonomy and pathway,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
190,PRJNA391974,PRJNA391974,SRP110601,NA,225,226,0,NULL,A randomized intervention of triclosan and triclocarban containing household and personal care products to longitudinally survey the developing microbiome (up to 1 year) of infants and their mothers.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
191,PRJNA392180,PRJNA392180,SRP110665,NA,40,40,0,28839072,Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
192,PRJNA392762,PRJNA392762,SRP110846,NA,110,110,0,NULL,A randomized controlled intervention study was carried out introducing a low FODMAP diet with follow up at 3 and 6 months.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
193,PRJNA394687,PRJNA394687,SRP112531,NA,27,27,0,NULL,The importance of Shigella species as a cause of childhood diarrhea disease has become increasingly apparent with quantitative (q)PCR based diagnostic methods versus culture. We sought to validate qPCR-based detection of Shigella via a metagenomics approach using 27 fecal samples isolated from three countries of the Global Enteric Multicenter Study,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
194,PRJNA395744,PRJNA395744,SRP113554,NA,177,310,0,29097438,"To investigate whether a wholegrain diet alters the gut microbiome and insulin sensitivity, as well as biomarkers of metabolic health and gut functionality.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
195,PRJNA396275,PRJNA396275,SRP115612,NA,49,49,0,NULL,Is it possible that the relationship between periodontitis and these diseases are indirectly linked to disturbances on the intestinal microbiome?,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
196,PRJNA396794,PRJNA396794,SRP114966,NA,305,305,0,NULL,Time-series fecal samples for a cohort of premature infants in NICU,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
197,PRJNA397219,PRJNA397219,SRP114892,NA,22,88,0,29704665,"We sequenced the gut metagenomes of patients with colorectal cancer, together age- and sex-matched controls. Our goal is to analyze their taxonomic and functional profiles, as well as reconstruct bacterial and archaeal genomes of interest, related to the microbial metabolic toxicity that may be driving colorectal cancer progression",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
198,PRJNA397396,PRJNA397396,SRP115475,NA,64,64,0,NULL,"Characterization of the intestinal microbiome of individuals after GI/GU infection, some of which developed reactive arthritis.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
199,PRJNA397906,PRJNA397906,SRP115355,NA,44,44,0,NULL,Metagenomic shotgun sequencing identifies specific human gut microbes that are associated with immune checkpoint therapy efficacy in melanoma patients,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
200,PRJNA399638,PRJNA399638,SRP116064,NA,130,130,0,NULL,"Colonic mucosal microbiota directly adheres to intestinal enterocytes and may be considered as a platform offering host and environment interactions. This study attempts to compare the structural difference of the colonic mucosal microbiota in CRC patients and healthy volunteers, for a better understanding of the roles of mucosal microbiota in etiology of CRC. Paired biopsy samples were obtained during colonoscopy from the tumor tissue and the adjacent tissue of 36 CRC patients. Biopsies from 18 healthy individuals were collected as controls. Mucosal microbiota was profiled by 16S rRNA gene 454 pyrosequencing, and multivariate statistics were used to analyze the sequence data",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
201,PRJNA401385,PRJNA401385,SRP118759,,107,107,0,NULL,Sequencing the gut microbiota to reveal the differences beween healthy controls and TB patients.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
202,PRJNA401977,PRJNA401977,SRP118860,,145,145,0,NULL,"we examined the composition and function of the gut microbiota from 75 patients with GDM and 70 healthy pregnant women in China, and further explore their possible associations with DM gut microbiome.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
203,PRJNA401981,PRJNA401981,SRP117229,,40,40,0,29491857,"The gut microbiota plays a crucial role in the functioning of the digestive tract and in harvesting energy from the diet. The gut microbial population is essential for metabolizing indigestible polysaccharides and in the absorption of short-chain fatty acids produced by bacterial fermentation and also plays a key role in the regulation of intestinal transit, thereby affecting the amount of energy absorbed from the diet. The gut microbiota consists of two separate microbial populations, the lumen-associated microbiota (LAM) and the mucosa-associated microbiota (MAM): a shift in these microbial populations may have more pronounced effects on host immunity and gut homeostasis.\nLAM and MAM microbial populations can show profound differences in their composition, since fecal microbiota is predominantly comprised of those microbes resident in the lumen (e.g. free-living or associated with undigested food matrices), both obscuring and not accurately reflecting the composition of the mucosal-associated microbiota, and fluctuating with changes in diet and luminal content. On the other hand, the mucosa-associated microbiota is believed to be relatively stable in individuals over the course of a lifetime. Stability is achieved, in part, through the ability of these microbes to attach to the mucosa and to establish a niche through biofilm formation and creation of selection pressures that prevent expansion of other microbial communities. From their intimate and stable association with the host, mucosa-associated microbes are likely to have important influences on host physiology in health and the development of disease.\n\nFor the present study, 40 subjects, of whom 20 obese (BMI >30) and 20 controls (BMI <25) (10 males and 10 females per group) was recruited.\n\nThe aims of this study were i) to compare mucosa-associated microbiota, by means of sigmoid brush during colonoscopy, with fecal microbiota using high throughout next generation sequencing (NGS) and ii) to evaluate possible host factors that could influence the microbial biodiversity in the two niches",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
204,PRJNA412497,PRJNA412497,SRP119055 ,,36,36,0,NULL,"Background: The aim of this study was to determine the effect of oral PPIs on the fecal microbiome in infants with gastroesophageal reflux disease (GERD).\nMethods: In this prospective longitudinal study 12 infants with proven GERD received oral PPIs for a mean period of 18 weeks (range 8-44). Stool samples were collected before (__efore PPI_) and 4 weeks after initiation of PPI therapy (__n PPI_). A third sample was obtained 4 weeks after PPI discontinuation (__fter PPI_). The fecal microbiome was determined by NGS based 16S rDNA sequencing. To address possible confounders the correlation between microbiome and patients´ age/nutrition was calculated.\n\nResults: In a comparison of __efore PPI_ and __n PPI_ neither ?- nor ?-diversity changed significantly. The relative abundances showed a decrease of unclassified Lactobacillales and Xanthomonadales and an increase of Pasteurellales. After PPI therapy there was a significant increase of ?- and ?-diversity. Additionally, the relative abundances of the phyla Firmicutes, Bacteroidetes and Proteobacteria were significantly changed and correlated to patients´ age and the introduction of solid foods.\n\nConclusions: PPI treatment has only minor effects on the fecal microbiome. After discontinuation of PPI treatment the fecal microbiome correlated to patients´ age and nutrition",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
205,PRJNA413659,PRJNA413659,SRP122483,,92,92,0,https://doi.org/10.1101/296426,Here presented gut metagenomic samples from patients with Helicobacter pylori before and after eradication therapy. The data was obtained by ABI/SOLID platform in colorspase format. The therapy included peroral administration amoxicillin and clarithromycin and others additional substances (such as proton pump inhibitor and subsalicylate of bismuth). This data was used for determine shifts of taxonomic and functional profile caused by treatment. The study were financially supported by the Russian Scientific Foundation (grant # 15-14-00066). ,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
206,PRJNA414479,PRJNA414479,SRP120058,,10,10,0,NULL,"We performed computational and experimental analysis of healthy human fecal samples to examine the TLR4 signaling capacity of the gut microbiota. This analysis revealed that an immuno-inhibitory activity of LPS, conserved across the Bacteroidales and derived from an under-acylated structural feature, silences TLR4 signaling for the entire consortium of organisms inhabiting the human gut. Comparative analysis of metagenomic data from the Human Microbiome Project and healthy donor samples indicates that immune silencing via LPS is a microbe intrinsic feature in all healthy adults.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
207,PRJNA414540,PRJNA414540,SRP120170,,278,278,0,30046129,"In this study, we describe a randomized, double-blind and placebo-controlled clinical trial done with a cohort of 70 individuals at 4 different time points in the objective of evaluatinged the impact of a probiotic combination following administration of antibiotic in 70 healthy adults.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
208,PRJNA414683,PRJNA414683,SRP120250,,134,134,0,27591024,"Presently, it is difficult to predict how the gut microbiota will respond to a particular dietary intervention. Therefore, the aim of this study was to determine what influence differing habitual dietary fibre intakes had on how the gut microbiota responded to an inulin-type fructan prebiotic",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
209,PRJNA416445,PRJNA416445,SRP123554,,80,80,0,NULL,"Follow-up study of 16 children from Turkey, some of them suffering from acute infectious diarrhea due to a rotavirus infection. We collected samples at 5 time points after probiotic treatment with Saccharomyces boulardii",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
210,PRJNA417357,PRJNA417357,SRP124475,,1596,1596,0,NULL,16s rRNA gene sequencing of fecal samples of infants in the COPSAC2010 cohort,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
211,PRJNA417908,PRJNA417908,SRP124766,,21,21,0,29729671,GI microbiota of 11 healthy human adults and 10 healthy infants (~1 year).,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
212,PRJNA420009,PRJNA420009,SRP125743,,30,30,0,29686658,"The present study aims to perform a first analysis on gut microbiota composition in PANS/PANDAS patients, discovering both microbial and KEGGs biomakers associated to this clinical condition.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
213,PRJNA420339,PRJNA420339,SRP125841,,189,189,0,30232389,Oral and gut microbiome 16S rRNA gene sequences from the INSIGHT microbiome study,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
214,PRJNA420817,PRJNA420817,SRP126014,,1,48,0,NULL,"Here, we performed a short-term intervention with an isocaloric low-carbohydrate diet in obese subjects with NAFLD and characterized the resulting alterations in metabolism and the gut microbiota using a multi-omics approach.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
215,PRJNA421371,PRJNA421371,SRP126329,,80,80,0,NULL,"The aim of this study was to assess and compare the oral, intestinal and vaginal_microbiota composition of pregnant women with and without gestational diabetes mellitus, and also with healthy non-pregnant women.",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
216,PRJNA422434,PRJNA422434,SRP008047,NULL,370,370,0,23023125,"Assessment and characterization of gut microbiota has become a major research area in human disease, including type 2 diabetes, the most prevalent endocrine disease worldwide. To carry out analysis on gut microbial content in patients with type 2 diabetes, we developed a protocol for a metagenome-wide association study (MGWAS) and undertook a two-stage MGWAS based on deep shotgun sequencing of the gut microbial DNA from 345 Chinese individuals. We identified and validated approximately 60,000 type-2-diabetes-associated markers and established the concept of a metagenomic linkage group, enabling taxonomic species-level analyses. MGWAS analysis showed that patients with type 2 diabetes were characterized by a moderate degree of gut microbial dysbiosis, a decrease in the abundance of some universal butyrate-producing bacteria and an increase in various opportunistic pathogens, as well as an enrichment of other microbial functions conferring sulphate reduction and oxidative stress resistance. An analysis of 23 additional individuals demonstrated that these gut microbial markers might be useful for classifying type 2 diabetes",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
217,PRJNA427597,PRJNA427597,SRP127616,,346,346,0,NULL,"Clostridium difficile infection (CDI) is the most common nosocomial infection in the United States, being associated with high recurrence and persistence rates. Though the relationship between intestinal dysbiosis and CDI is well-known, it is unclear whether different forms of dysbiosis may potentially affect the course of CDI. How this is further influenced by difficile-directed antibiotics is virtually uninvestigated. In this study, diarrheal stool samples were collected from 20 hospitalized patients, half of whom were confirmed to have CDI. Analyzing tissue ex vivo and in duplicate, CDI and non-CDI fecal samples (n=176) were either antibiotic untreated or were treated with metronidazole, vancomycin or fidaxomicin, the three most common CDI therapies. Evaluation of the microbial community composition, interactions, and predicted metabolic functions was assessed using 16S rRNA gene and ITS sequencing, bipartite network analysis and PICRUSt. Our results demonstrate that while all difficile-directed antibiotics were associated with similar reductions in alpha diversity, beta-diversity significantly differed based on the particular antibiotic, with differentiating relative abundances of bacterial and fungal assemblages. With the exception of fidaxomicin, each antibiotic was associated with the emergence of potentially pathogenic fungal OTUs, with predicted bacterial functions enriched for xenobiotic metabolism which could perpetuate the dysbiosis driving CDI. Toxin- independent mechanisms of colitis related to the relative abundance of pathogenic bacteria and fungi were also noted. This study suggests that a transkingdom interaction between fungi and bacteria may be important in CDI pathophysiology, including being a factor in the historically high persistence and recurrence rates associated with this disease",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
218,PRJNA428202,PRJNA428202,SRP158503,,8,24,0,NULL,"The goal of this study is to characterize and to compare the bacterial species in the digestive system with diet, physical activity, and lifestyle practices, as well as metabolic markers such as glucose levels.This study consists of a baseline visit and two follow up visits within the same week. At the baseline visit, a fasted blood sample was collected to measure glucose levels, blood cholesterol, and other standard metabolic markers. Research staff also obtained satandard anthropometric measurements (e.g. height, weight, waist circumference",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
219,PRJNA428898,PRJNA428898,SRP128598,,35,35,0,NULL,Study the dynamic changes of gut microbiota in patients with Crohn__ disease after fecal microbiota transplantation,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
220,PRJNA430990,PRJNA430990,SRP131074,,283,283,0,NULL,Enterotype-based Analysis of Gut Microbiota along the Conventional Adenoma-Carcinoma Colorectal Cancer Pathway,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
221,PRJNA431482,PRJNA431482,SRP131624,,74,74,0,30077182,To investigated the gut microbiome in patients with Behcet's disease,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
222,PRJNA431746,PRJNA431746,SRP132827,,240,240,0,NULL,"The intestinal microbiome of liver cirrhotic patients is characterized by severe changes in composition and function. These changes might have advere impact on the patients health and outcome, therefore modulating therapies are a clinical need. This study investigated the effects of a 6-months intervention with a multispecies probiotic (Ecologic barrier, Winclove, The Netherlands) on composition of the microbiome of predominantly stable liver cirrhotic patients. The study includes sequences of 16S rDNA isolated from stool samples before, directly after the intervention and a follow-up after 6 months without intervention",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
223,PRJNA433269,PRJNA433269,SRP132392,,172,172,0,NULL,To investigate the association between gut microbiota and endothelial dysfunction markers in Mexican children and adolescents with obesity,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
224,PRJNA434046,PRJNA434046,SRP132835,,66,66,0,NULL,Patients with short bowel syndrome (SBS) represents diverse cohort depending on intestinal anatomy. This study aims to identify the specific metagenomic and metabolomics signature of different types of SBS patients.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
225,PRJNA438164,PRJNA438164,SRP135559,,21,33,0,NULL,Gut microbial profiles from 7 children with ulcerative colitis were characterized by 16S rRNA gene sequencing before and after fecal microbiota transplantation.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
226,PRJNA439447,PRJNA439447,SRP136454,,70,70,0,NULL,The study goal was to describe gut microbiota composition of atopic dermatitis affected patients through the 454 pyrosequencing of V1-V3 regions of the 16S rRNA and to identify potential biomarkers of the disease.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
227,PRJNA445314,PRJNA445314,SRP136282,,29,29,0,NULL,Fecal microbiota transplant (FMT) is a safe and effective treatment for Clostridium difficile infection (CDI). The mechanism of action of FMT involves recolonization of the colon with microbiota from a healthy donor. The data in this submission is 16S rRNA sequences from ten patients who underwent Fecal microbiota transplant (FMT) for recurrent Clostridium difficile infection (CDI). We analyzed these sequences to characterize the microbiota diversity changes in FMT recipients associated with CDI resolution. We also compared colon biopsy and stool sequencing results to evaluate how these sampling methods might agree in disease states,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
228,PRJNA445640,PRJNA445640,SRP137370,,144,144,0,NULL,We collected the fecal samples from colorectal cancer patients during five stages of chemotherapy.,2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
229,PRJNA445763,PRJNA445763,SRP136505,,56,56,0,29780327,"Disturbance of the gut microbiota is common in liver cirrhosis (LC) patients, but the mechanisms underlying alterations in the gut microbiota are unclear. The aim of this study is to explore the relationship between small bowel transit (SBT) and gut microbiota in LC patients",2021-01-21 12:15:09 UTC,2021-01-21 12:15:09 UTC
